ngen_name,nse_symbol,bse_code,isin,matched_name,match_score,yf_ticker,match_method
Coal India,COALINDIA,COALINDIA,INE522F01014,COAL INDIA LTD.,100.0,COALINDIA.NS,common_map
Cochin Shipyard,COCHINSHIP,COCHINSHIP,INE704P01025,Cochin Shipyard Limited,100.0,COCHINSHIP.NS,fuzzy
Coforge,COFORGE,COFORGE,INE591G01025,COFORGE LIMITED,100.0,COFORGE.NS,exact
Concord Biotech,CONCORDBIO,CONCORDBIO,INE338H01029,Concord Biotech Limited,100.0,CONCORDBIO.NS,fuzzy
360 One,360ONE,360ONE,INE466L01038,360 ONE WAM LIMITED,100.0,360ONE.NS,exact
3M India,3MINDIA,3MINDIA,INE470A01017,3M INDIA LTD.,100.0,3MINDIA.NS,fuzzy
A B B,ABB,ABB,INE117A01022,ABB INDIA LIMITED,100.0,ABB.NS,common_map
Aarti Drugs,AARTIDRUGS,AARTIDRUGS,INE767A01016,AARTI DRUGS LTD.,100.0,AARTIDRUGS.NS,exact
Aarti Industries,AARTIIND,AARTIIND,INE769A01020,AARTI INDUSTRIES LTD.,100.0,AARTIIND.NS,fuzzy
Aavas Financiers,AAVAS,AAVAS,INE216P01012,AAVAS Financiers Limited,100.0,AAVAS.NS,fuzzy
Abbott India,ABBOTINDIA,ABBOTINDIA,INE358A01014,ABBOTT INDIA LTD.,100.0,ABBOTINDIA.NS,fuzzy
Acc,ACC,ACC,INE012A01025,ACC LTD.,100.0,ACC.NS,exact
Zydus Wellness,ZYDUSWELL,ZYDUSWELL,INE768C01028,ZYDUS WELLNESS LTD.,100.0,ZYDUSWELL.NS,fuzzy
